PLAY #,EVENT,SCORE,CLOCK,QTR,HASH,YARD LN,FIELD ZONE,DN,DIST,SITUATION (O),SITUATION (AFTER),PLAY TYPE,RESULT,GN/LS,REDMEN OFF PLAY,OFF PLAY,OPRS,BACKFIELD,REC ALIGNMENT,MOTION,ARRIVE AT MESH,CONCEPT,PLAY FAMILY,PROTECTION,DPRS,DEF FRONT,FRONT TYPE,SHOW,STUNT,DOG,BLITZ,NBR,PRESSURE PATTERN,PSL - MOF,COVERAGE,COVERAGE ADJUST,QUICK,NED,NOSE,TEX,RUSH,END,WILL,OSCAR,MIKE,STAR,ODK
32,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,09:07,3,L,-38,OF,2,7,2+LONG,AFTER RUN,Pass,Complete,8,,BRAVE,REB,GS,32,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,BULLY,SCM1W3,,7,4 DOWN -- 7MO,,0,,MTL-54,MTL-97,,MTL-98,MTL-99,,MTL-19,,MTL-02,MTL-05,D
33,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,08:42,3,L,-46,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Penalty,12,,,RAN,P,22T,,,IZ,2/3 BOSS,,40 BASE,43 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
34,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,08:20,3,L,52,OF,1,10,C+10,AFTER PENALTY,Pass,Complete,5,,FLOOD,REB,P,4T1,,,SPRINT,,RED/BLUE,40 BASE,42 UNDER G,EVEN,,,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
35,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,07:57,3,R,47,OF,2,5,2+MEDIUM,AFTER COMPLETE PASS,Pass,Complete,14,,THIEF,REB,GW,23,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,TN,,,4,4 DOWN -- 4R,,3DC,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
36,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,07:18,3,R,33,FZ,1,10,C+10,AFTER COMPLETE PASS,Pass,Incomplete,0,,OCEAN,RAN,GW,22T,,,IZ,2/3 BOSS,POP 2/3 BOSS,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
37,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,06:59,3,R,33,FZ,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Scramble,5,,OCEAN,REB,GW,41T,,,DROPBACK,,76/77,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3X,ROTATE,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
38,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,04:43,3,R,-37,OF,1,10,P+10,AFTER PUNT,Pass,Complete,9,,THIEF,REB,P,41T,AXE,,IZ,2/3 ZAP,,40 BASE,42 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
39,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,04:20,3,M,-46,OF,2,1,2+SHORT,AFTER COMPLETE PASS,Pass,Incomplete,0,,BOB,REB,GS,22,FLY,,IZ,2/3 INSERT,,40 BASE,42 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3DC,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
40,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,04:00,3,M,-46,OF,3,1,3+SHORT,AFTER INCOMPLETE PASS,Run,Rush,2,,QB SNEAK,,,,,,SNEAK,QB SNEAK,,40 BASE,GAPS,EVEN,S-JET W-JET,,SCW3,,6,4 DOWN -- 6O,,0,,MTL-89,MTL-98,,MTL-97,MTL-99,,MTL-19,,MTL-02,MTL-05,D
41,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,03:46,3,M,-48,OF,1,10,C+10,AFTER QB SNEAK,Pass,Sack,-1,,WHEEL,RAN,GS,22,,,DROPBACK,,74/75,30 BASE,34,ODD,,STRIP,MAOB,,5,3 DOWN -- 5M,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
42,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,03:00,3,L,-47,OF,2,11,2+VERY LONG,AFTER SACK,Pass,Complete,18,,PONY,REB,GS,32,,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
43,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,01:49,3,L,45,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Complete,-6,,,REB,GS,14,,,GAP,4/5 TRACTOR,,30 BASE,34,ODD,,,SBW2,,5,3 DOWN -- 5M,,4,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
44,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,00:44,3,L,51,OF,2,16,,,,Timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D
45,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,00:44,3,L,51,OF,2,16,2+VERY LONG,AFTER COMPLETE PASS,Pass,Incomplete,0,,DUPLEX,RAN,GW,32,PILE,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
46,SHE-OFF -- MTL-DEF,SHE-10 VS MTL-21,14:45,4,L,-50,OF,1,10,P+10,AFTER SAFETY,Run,Rush,0,,,RAN,GW,32T,,,GAP,8/9 TEX,,30 BASE,34,ODD,,RM,SCMB,,5,3 DOWN -- 5MF,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
47,SHE-OFF -- MTL-DEF,SHE-10 VS MTL-21,14:15,4,M,-50,OF,2,10,2+LONG,AFTER RUN,Pass,Complete,6,,SLANT,REB,GS,32,ZIP,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,2 MAN,,MTL-94,MTL-97,,MTL-98,MTL-99,,MTL-19,,MTL-02,MTL-05,D
48,SHE-OFF -- MTL-DEF,SHE-12 VS MTL 21,12:39,4,R,-50,OF,1,10,P+10,AFTER SAFETY,Pass,Complete,6,,THIEF,REB,GS,32,,,DROPBACK,,60/61,40 BASE,42 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3DC,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
49,SHE-OFF -- MTL-DEF,SHE-12 VS MTL 21,12:09,4,R,54,OF,2,4,2+MEDIUM,AFTER COMPLETE PASS,Pass,Incomplete,0,,DUPLEX,REB,GW,,PILE,,DROPBACK,,60/61,40 BASE,42 EVEN,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,3TRAP,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
50,SHE-OFF -- MTL-DEF,SHE-12 VS MTL 21,10:06,4,L,-51,OF,1,10,P+10,AFTER PUNT,Run,Rush,4,,,REB,SPLIT,31,,,IZ,2/3 INSERT,,40 BASE,42 OVER G,EVEN,,TR,SC,,5,4 DOWN -- 5F,,3,,MTL-98,MTL-89,,MTL-97,MTL-54,,MTL-19,,MTL-02,MTL-05,D
51,SHE-OFF -- MTL-DEF,SHE-12 VS MTL 21,09:22,4,L,55,OF,2,6,2+MEDIUM,AFTER RUN,Pass,Scramble,10,,APACHE,REB,GW,31,PILE,,DROPBACK,,74/75,30 BASE,34,ODD,,,SBW2,,5,3 DOWN -- 5M,,3,,MTL-98,,MTL-97,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
52,SHE-OFF -- MTL-DEF,SHE-12 VS MTL 21,08:37,4,R,46,OF,1,10,C+10,AFTER QB SCRAMBLE,Pass,Complete,15,,SEAM,REB,SPLIT,22,,,DROPBACK,,60/61,30 BASE,34,ODD,,MR,SCMB,,5,3 DOWN -- 5MF,,3,,MTL-54,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
53,SHE-OFF -- MTL-DEF,SHE-12 VS MTL 21,07:47,4,L,31,FZ,1,10,C+10,AFTER COMPLETE PASS,Pass,Incomplete,0,,FLOOD,REB,GS,4T1,,,SPRINT,,RED/BLUE,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3,,MTL-54,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
54,SHE-OFF -- MTL-DEF,SHE-12 VS MTL 21,07:31,4,L,31,FZ,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Incomplete,0,,WHEEL,RAN,GW,22,,,DROPBACK,,74/75,40 BASE,41 OUT,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,2 MAN,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
55,SHE-OFF -- MTL-DEF,SHE-15 VS MTL-21,04:14,4,R,-8,BU,1,10,P+10,AFTER PUNT,Pass,Complete,7,,OUTLAW,RAN,P,22,PILE,,IZ,2/3 ZAP,,40 BASE,42 EVEN,EVEN,,NQT,,,4,4 DOWN -- 4R,,3DC,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
56,SHE-OFF -- MTL-DEF,SHE-15 VS MTL-21,03:54,4,R,-15,BU,2,3,2+MEDIUM,AFTER COMPLETE PASS,Run,Rush,0,,,RAN,GS,22,,,IZ,2/3 INSERT,,40 BASE,41 EVEN,EVEN,,TN,,,4,4 DOWN -- 4R,,4,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
57,SHE-OFF -- MTL-DEF,SHE-15 VS MTL-23,01:32,4,R,-30,OF,1,10,P+10,AFTER PUNT,Pass,Complete,11,,GLANCE,REB,GW,32,PILE,,DROPBACK,,60/61,40 BASE,42 EVEN,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,3TRAP,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
58,SHE-OFF -- MTL-DEF,SHE-15 VS MTL-23,01:23,4,L,-41,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Complete,15,,AL,REB,GS,32,ZIP,,DROPBACK,,60/61,30 BASE,34,ODD,,MR,SCMB,,5,3 DOWN -- 5MF,,3 SPIN,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
59,SHE-OFF -- MTL-DEF,SHE-15 VS MTL-23,01:14,4,L,54,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Scramble,6,,WHEEL,REB,GS,32,,,SPRINT,,RED/BLUE,30 BASE,34,ODD,M-JET O-MUG,,MC,,4,3 DOWN -- 4F,,2 MAN,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
60,SHE-OFF -- MTL-DEF,SHE-15 VS MTL-23,01:07,4,L,48,OF,2,4,2+MEDIUM,AFTER QB SCRAMBLE,Pass,Complete,3,,DOUBLE MOVE,REB,GW,32,,,DROPBACK,,60/61,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3DC,,MTL-94,MTL-89,,MTL-98,MTL-99,,MTL-19,,MTL-02,MTL-05,D
61,SHE-OFF -- MTL-DEF,SHE-15 VS MTL-23,01:00,4,L,45,OF,3,1,,,,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D
62,SHE-OFF -- MTL-DEF,SHE-15 VS MTL-23,01:00,4,L,45,OF,3,1,3+SHORT,AFTER COMPLETE PASS,Run,Fumble,0,,,,,,,,SNEAK,QB SNEAK,,40 BASE,GAPS,EVEN,S-JET W-JET,,SCW3,,6,4 DOWN -- 6O,,0,,MTL-94,MTL-97,,MTL-98,MTL-99,,MTL-19,MTL-02,MTL-50,MTL-05,D
1,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-01,11:21,1,R,-35,OF,1,10,P+10,AFTER ROUGE,Pass,Penalty,10,,VERTICALS,RAN,P,32T,,,DROPBACK,,74/75,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
2,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-01,10:55,1,R,-45,OF,1,10,C+10,AFTER PENALTY,Run,Rush,5,,,RAN,P,23T,,,IZ,2/3,,30 BASE,34,ODD,,NO,OA,,4,3 DOWN -- 4M,,4,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
3,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-01,10:30,1,R,-50,OF,2,5,2+MEDIUM,AFTER RUN,Pass,Incomplete,0,,THIEF,RAN,GW,32,,,DROPBACK,,60/61,30 BASE,34,ODD,,NO,OAM2,,5,3 DOWN -- 5M,,10,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
4,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-03,09:02,1,R,-35,OF,1,10,P+10,AFTER SAFETY,Pass,Complete,-2,,SHIELD,BIG,P,41T,FLOAT,,DROPBACK,,74/75,40 BASE,42 EVEN,EVEN,,TN,,,4,4 DOWN -- 4R,,3,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
5,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-03,08:00,1,L,-33,OF,2,12,2+VERY LONG,AFTER COMPLETE PASS,Pass,Complete,18,,CORNER,RAN,P,22,,,DROPBACK,,74/75,30 BASE,34,ODD,O-MUG,MR,SCMB,,5,3 DOWN -- 5MF,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
6,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-03,07:20,1,L,-51,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Scramble,3,,DUPLEX,BIG,P,21,,,DROPBACK,,74/75,30 BASE,34 OKIE,ODD,,,,,3,3 DOWN -- 3R,,3X,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
7,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-03,06:40,1,L,-54,OF,2,7,2+LONG,AFTER QB SCRAMBLE,Pass,Scramble,12,,OCEAN,RAN,P,31,FLY,,DROPBACK,,74/75,30 BASE,34,ODD,O-MUG,NO,OA,,4,3 DOWN -- 4M,,2 MAN,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
8,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-03,06:00,1,L,44,OF,1,10,C+10,AFTER QB SCRAMBLE,Run,Rush,9,,,RAN,GW,22,AXE,,IZ,2/3 BOSS,,30 BASE,34 OKIE,ODD,,,,,3,3 DOWN -- 3R,,3DC,,MTL-98,,MTL-97,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
9,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-03,05:20,1,M,35,FZ,2,1,2+SHORT,AFTER RUN,Run,Rush,6,,,RAN,P,12,,,IZ,2/3 BOSS,,40 BASE,42 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,3,,MTL-98,MTL-89,,MTL-97,MTL-54,,MTL-19,,MTL-02,MTL-05,D
10,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-03,04:45,1,R,29,FZ,1,10,C+10,AFTER RUN,Run,Rush,26,,,RAN,GS,21,,,UTILITY,8/9 TEX,,40 BASE,42 EVEN,EVEN,,NQT,,,4,4 DOWN -- 4R,,3X,ROTATE,MTL-97,MTL-95,,MTL-89,MTL-54,,MTL-19,,MTL-02,MTL-05,D
11,MTL-DEF -- LVL-OFF,MTL-01 VS LVL-03,04:45,1,L,3,RZ,1,10,C+10,AFTER EXPL. RUN,Pass,"Complete, TD",3,,,RAN,GW,31,,,IZ,2/3 ZAP,,40 BASE,42 GIANTS,EVEN,,,,,4,4 DOWN -- 4R,,10,HBR,MTL-89,MTL-95,,MTL-97,MTL-54,,MTL-19,,MTL-02,MTL-05,D
12,MTL-DEF -- LVL-OFF,MTL-04 VS LVL-10,15:00,2,L,-35,OF,1,10,P+10,AFTER FG,Pass,Incomplete,0,,RUB FLAT,BIG,P,31,,,DROPBACK,,74/75,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3,,MTL-98,MTL-89,,MTL-97,MTL-54,,MTL-19,,MTL-02,MTL-05,D
13,MTL-DEF -- LVL-OFF,MTL-04 VS LVL-10,14:35,2,L,-35,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Complete,13,,COUCH,RAN,P,22,WALTZ,,DROPBACK,,60/61,40 BASE,42 OUT,EVEN,M-MUG W-MUG,,W1,,3,4 DOWN -- 3M (DROPS),,0,,MTL-98,MTL-89,,MTL-97,MTL-54,,MTL-19,,MTL-02,MTL-05,D
14,MTL-DEF -- LVL-OFF,MTL-04 VS LVL-10,14:05,2,L,-48,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,12,,,BIG,P,31,,,IZ,2/3,,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3X,,MTL-98,,MTL-97,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
15,MTL-DEF -- LVL-OFF,MTL-04 VS LVL-10,13:40,2,L,50,OF,1,10,C+10,AFTER EXPL. RUN,Pass,Incomplete,0,,APACHE,RAN,P,21,FLY,,DROPBACK,,74/75,30 BASE,34,ODD,,,SBW2,,5,3 DOWN -- 5M,,4,,MTL-98,,MTL-97,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
16,MTL-DEF -- LVL-OFF,MTL-04 VS LVL-10,13:15,2,L,50,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Penalty,10,,CORNER,RAN,GW,23,,,DROPBACK,,60/61,30 BASE,34,ODD,M-JET O-MUG,,,,3,3 DOWN -- 3R,,2 MAN,TRACK,MTL-98,,MTL-97,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
17,MTL-DEF -- LVL-OFF,MTL-04 VS LVL-10,12:45,2,L,40,OF,1,10,C+10,AFTER PENALTY,Pass,Interception,0,,CORNER,RAN,P,21,,,OZ,,6/7 BOOT,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,3,HBR,MTL-98,,MTL-97,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
18,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,09:52,2,L,-22,OF,1,10,P+10,AFTER KO - TD,Run,Rush,2,,,BIG,P,21,,,IZ,2/3,,40 BASE,41 OUT,EVEN,W-JET,PINCH,SCW3,,6,4 DOWN -- 6O,,11,,MTL-98,MTL-89,,MTL-97,MTL-54,,MTL-19,MTL-02,MTL-50,MTL-05,D
19,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,09:22,2,L,-24,OF,2,8,2+LONG,AFTER RUN,Pass,Complete,6,,APACHE,RAN,GW,32 BUN,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,STING,,,,4,4 DOWN -- 4R,,3DC,,MTL-98,MTL-89,,MTL-97,MTL-54,,MTL-19,,MTL-02,MTL-05,D
20,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,07:31,2,L,42,OF,1,10,P+10,AFTER TURNOVER,Pass,Complete,7,,QUICK,BIG,P,31,,,DROPBACK,,74/75,30 BASE,34,ODD,,RM,SAMC,,5,3 DOWN -- 5MF,,3,,MTL-98,,MTL-97,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
21,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,07:00,2,L,35,FZ,2,3,2+MEDIUM,AFTER COMPLETE PASS,Pass,Incomplete,0,,FLOOD,BIG,P,12,,,OZ,,6/7 BOOT,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3,,MTL-98,MTL-89,,MTL-97,MTL-54,,MTL-19,,MTL-02,MTL-05,D
22,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,03:34,2,R,-40,OF,1,10,P+10,AFTER PUNT,Pass,Complete,10,,QUICK,BIG,GW,32T,ZIP,,DROPBACK,,60/61,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3,,MTL-98,MTL-89,,MTL-97,MTL-54,,MTL-19,,MTL-02,MTL-05,D
23,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,03:08,2,R,-50,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Complete,5,,RAM,RAN,GS,23,AXE,,IZ,2/3 ZAP,,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3,,MTL-97,MTL-89,,MTL-98,MTL-54,,MTL-19,,MTL-02,MTL-05,D
24,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,02:45,2,R,55,OF,2,5,2+MEDIUM,AFTER COMPLETE PASS,Pass,Incomplete,0,,QUICK,REB,GW,32 BUN,WALTZ,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,11,,MTL-97,,MTL-98,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
25,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,01:36,2,R,-31,OF,1,10,P+10,AFTER PUNT,Pass,Penalty,-10,,DUPLEX,RAN,GW,32,,,DROPBACK,,74/75,40 BASE,41 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3DC,,MTL-97,MTL-89,,MTL-98,MTL-54,,MTL-19,,MTL-02,MTL-05,D
26,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,01:28,2,R,-21,OF,1,20,1+VERY LONG,AFTER PENALTY,Pass,Penalty,13,,WHEEL,RAN,P,31,FLOAT,,DROPBACK,,74/75,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3DC,,MTL-97,MTL-89,,MTL-98,MTL-54,,MTL-19,,MTL-02,MTL-05,D
27,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,01:20,2,R,-34,OF,1,10,C+10,AFTER PENALTY,Run,Penalty,-10,,,RAN,GS,41,,,IZ,2/3 ZAP,,30 BASE,33 STACK,ODD,,,,,3,3 DOWN -- 3R,,3,HBR,MTL-97,,MTL-98,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
28,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,01:12,2,R,-24,OF,1,20,1+VERY LONG,AFTER PENALTY,Pass,Complete,5,,LION,RAN,GS,23,FLOAT,,DROPBACK,,SCAT 50/51,30 BASE,34,ODD,,RM,SCMB,,5,3 DOWN -- 5MF,,3,,MTL-97,,MTL-98,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
29,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,01:06,2,L,-29,OF,2,15,2+VERY LONG,AFTER COMPLETE PASS,Pass,Incomplete,0,,BOB,RAN,GS,22,,,DROPBACK,,74/75,30 BASE,34,ODD,STING,,,,3,3 DOWN -- 3R,,3DC,,MTL-54,,MTL-98,,,MTL-97,MTL-19,MTL-02,MTL-50,MTL-05,D
30,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,00:17,2,R,-33,OF,1,10,,,,,0,,QB KNEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D
31,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,13:29,3,L,-26,OF,1,10,P+10,AFTER PUNT,Pass,Sack,-5,,STICK,RAN,P,31,,,IZ,2/3 BOSS,,30 BASE,34,ODD,,RO,MCOB,,5,3 DOWN -- 5MF,,10,ROTATE,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
32,MTL-DEF -- LVL-OFF,MTL-11 VS LVL-10,13:00,3,L,-21,OF,2,15,2+VERY LONG,AFTER SACK,Pass,Incomplete,0,,SEAM,RAN,SPLIT,32,,,DROPBACK,,74/75,30 BASE,34,ODD,STING,BULLY,SCMAO1W3,,7,3 DOWN -- 7MO,,0,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
33,MTL-DEF -- LVL-OFF,MTL-14 VS LVL-10,08:24,3,L,-35,OF,1,10,P+10,AFTER FG,Run,Rush,2,,,BIG,P,23T,,,IZ,2/3,,30 BASE,34,ODD,,,MB,,4,3 DOWN -- 4M,,3,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
34,MTL-DEF -- LVL-OFF,MTL-14 VS LVL-10,07:54,3,L,-37,OF,2,8,2+LONG,AFTER RUN,Pass,Complete,11,,QUICK,RAN,GW,22,,,DROPBACK,,60/61,30 BASE,34,ODD,,,O2,,4,3 DOWN -- 4M,,3TRAP,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
35,MTL-DEF -- LVL-OFF,MTL-14 VS LVL-10,07:24,3,R,-48,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,2,,,RAN,GW,32,PILE,,IZ,2/3 ZIMBA,,30 BASE,34,ODD,,MR,SCMB,,5,3 DOWN -- 5MF,,3,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
36,MTL-DEF -- LVL-OFF,MTL-14 VS LVL-10,06:54,3,R,-50,OF,2,8,2+LONG,AFTER RUN,Pass,Complete,10,,HALIFAX,RAN,GW,23,,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,TRACK,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
37,MTL-DEF -- LVL-OFF,MTL-14 VS LVL-10,06:24,3,R,50,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,"Complete, TD",50,,SEAM,RAN,GS,23,FLOAT,,DROPBACK,,60/61,40 BASE,42 OUT,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,3,,MTL-97,MTL-98,,MTL-89,MTL-94,,MTL-19,,MTL-02,MTL-05,D
38,MTL-DEF -- LVL-OFF,MTL-14 VS LVL-17,01:08,3,L,-17,BU,1,10,P+10,AFTER PUNT,Run,Rush,3,,,BIG,GS,4T1,,,OZ,6/7,,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
39,MTL-DEF -- LVL-OFF,MTL-14 VS LVL-17,00:35,3,R,-20,OF,2,7,2+LONG,AFTER RUN,Pass,Incomplete,0,,VERTICALS,RAN,P,23,,,DROPBACK,,60/61,30 BASE,34,ODD,,WHIP,SCO1M2,,6,3 DOWN -- 6MF,,MATCH,,MTL-97,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
